"name","Deciduous woodland","Coniferous woodland","Arable","Improved grassland","Neutral grassland","Calacareous grassland","Acid grassland","Fen","Heather","Heather grassland","Bog","Inland rock","Saltwater","Freshwater","Supralittoral rock","Supralittoral sediment","Littoral rock","Littoral sediment","Saltmarsh","Urban","Suburban","total_ceh","surface_water_area","foreshore_area","tidal_water_area","original_bua_area","200m_buff_area","class","population_counts","long","lat","imdd_weight_av","country","lc_lu_total"
"Taunton",705803.6461,9467.451257,2867524.112,4595110.981,5279.746555,0,5023.880822,28100.82781,5397.071634,0,0,187720.2682,0,11388.79981,0,0,0,0,0,2408085.52,13163524.12,23992426.425188,268552,0,0,16720256,24260978,"inland",61665,51.01846072,-3.102201918,6.233433641,"england",24260978.425188
"Telford",14222939.75,25219.52447,9956176.377,10579073.71,109336.634,0,1108.963586,15880.97966,900.6978079,360492.4411,7005.433247,0,0,89946.06467,0,0,0,0,0,9758054,36532386.53,81658521.1055409,970567,82,0,55192667,82633073,"inland",156910,52.68763868,-2.47520912,4.946828225,"england",82629170.1055409
"Thetford",962006.706,554547.5221,790610.294,1721948.501,699.9529191,101933.1928,65871.90522,37212.03293,0,0,0,0,0,57881.70523,0,0,0,0,0,1686343.081,5155387.815,11134442.7081991,172125,0,0,7415802,11306568,"inland",25510,52.41384871,0.744197377,4.549250445,"england",11306567.7081991
"Thornaby-on-Tees",1384894.517,0,891097.4239,498928.9957,121302.5126,0,0,152.2208965,0,2351.756135,0,0,0,15295.81851,0,0,0,0,0,3280524.163,5039808.428,11234355.8357415,550653,17948,23153,6840728,11827035,"inland",23350,54.55236136,-1.291250277,2.751600069,"england",11826109.8357415
"Thundersley and South Benfleet",3122729.606,9908.662623,1219547.735,3734450.657,100.0031086,409907.5423,0,57734.7912,0,0,0,0,0,5019.925863,0,1414.588449,0,0,208605.1325,2113775.836,10358841.87,21242036.3500436,66837,2202,397,12868283,21311572,"inland",49885,51.56350304,0.572302949,7.950399245,"england",21311472.3500436
"Tilbury",0,0,511016.7775,339921.7107,0,0,0,358320.5083,0,0,0,0,0,22.55816523,0,0,0,0,0,2046313.508,266181.207,3521776.26966523,54825,0,0,6574029,3576674,"estuarine",14185,51.46213708,0.360986946,2.041106018,"england",3576601.26966523
"Tipton",471382.2178,2689.248712,201563.3803,761489.4906,18699.03804,0,0,655.0838784,0,0,0,0,0,66230.76127,0,0,0,0,0,5968021.387,5537130.9,13027861.5076004,274426,0,0,9787175,13302687,"inland",47200,52.5381231,-2.055079935,2.628873667,"england",13302287.5076004
"Tonbridge",2100011.144,123718.7302,1664672.809,3552854.989,0,1172.480058,132.7365914,0,0,4471.866764,0,0,0,46254.8471,0,0,0,0,0,1984771.815,6500029.238,15978090.6557134,280461,0,0,9756059,16258552,"inland",36125,51.19583882,0.282241026,7.256946068,"england",16258551.6557134
"Torquay",1900106.982,76836.2075,554074.2071,1699375.536,1300.665665,965750.0888,0,5691.715372,94468.0883,10279.35698,0,9469.948883,0,40.98804857,282389.9457,0,146884.5174,102968.6615,18302.42409,1759308.793,11106097.58,18733345.7063386,32427,19860,1042282,12409446,19849963,"coastal",52035,50.48844262,-3.532024795,3.683364618,"england",19827914.7063386
"Totton",816896.2783,139241.7283,66554.41733,2174601.298,11282.37441,0,772.4355108,31128.48176,334211.2451,0,0,0,0,0,0,0,0,8619.574472,507607.0901,2478044.971,5347616.545,11916576.4392828,214755,26561,14513,7693402,12223606,"inland",28090,50.92034369,-1.506404023,6.235912768,"england",12172405.4392828
"Tower Hamlets",311676.2305,1749.945084,67433.8424,704918.5484,0,0,0,11044.99435,0,0,0,0,0,186139.749,0,0,0,0,8102.61448,20564705.09,870847.1859,22726618.200114,791754,363868,2358360,19018980,26240600,"inland",310300,51.51842401,-0.037542644,3.898609768,"england",26240600.200114
"Trowbridge",407223.0419,9855.140671,2091663.631,3203111.08,0,12067.40381,0,0,928.2389492,0,0,14839.25902,0,10260.67181,0,0,0,0,0,651193.657,9387495.543,15788637.6671602,107188,0,0,10814819,15895825,"inland",43750,51.32523988,-2.199337324,6.447969679,"england",15895825.6671602
"Truro",1417696.044,8296.784052,905268.6195,2811413.274,0,214695.8955,0,18012.80862,34419.96836,4706.022532,0,50481.05763,0,4198.311692,14503.49086,4198.513457,25441.55119,198048.5537,91215.97078,1138932.581,6068732.983,13010262.429873,27979,22269,9312,7437254,13069823,"inland",23060,50.26356713,-5.052426675,5.672230998,"england",13069822.429873
"Tynemouth",749348.8201,0,828416.2451,524214.1277,41798.418524,0,0,2813.257583,0,5804.48705,0,0,261.8522429,2104.91715493,0,42853.876909,110725.0247,279432.8453,0,8990330.322,9337038.861,20915143.0553638,80420,220505,1391852,16468901,22564747,"coastal",60605,55.01420381,-1.46567548,4.878240131,"england",22607920.0553638
"Urmston",317667.7859,0,245791.0444,5445.079237,4064648.612,0,0,0,0,0,37818.14851,0,0,64032.3294,0,0,0,0,0,1863452.327,6984970.302,13583825.628447,368253,0,0,8876324,13952079,"inland",41740,53.45195089,-2.368552957,6.868756676,"england",13952078.628447
"Wakefield",2471117.931,0,4847198.974,6873777.75,0,13248.44985,3802.929348,33472.72143,3536.769138,287235.9249,0,0,0,260034.1072,0,0,0,0,0,7032080.049,19508242.59,41333748.195866,837279,0,0,28476326,42171027,"inland",97870,53.68399521,-1.504513716,4.972026448,"england",42171027.195866
"Wallasey",369211.2195,0,176602.4648,3419196.319,1345686.734,0,0,0,0,0,600.3988141,0,0,5577.642839,0,979377.2543,0,2428737.875,214478.6217,7340277.694,8865840.959,25145587.1829531,728633,42835,5602,16830087,25922657,"coastal",85610,53.41717182,-3.057094425,3.299567227,"england",25922657.1829531
"Wallsend",1066036.221,0,779723.6095,846695.0911,30285.14616,0,0,3003.579503,0,9475.661392,0,0,0,855.2343152,0,0,100.0771525,412.312305,0,4990815.035,6729586.855,14456988.8224277,47774,6897,5734,11356915,14517394,"inland",45355,55.00124984,-1.518672403,3.674397985,"england",14517393.8224277
"Walsall",1279891.776,6317.0871,449516.0969,2647894.881,34646.05323,0,0,124.7139882,1000.79793,0,0,0,0,80927.54737,0,0,0,0,0,6555890.205,9395698.14,20451907.2985182,191325,0,0,14544094,20643232,"inland",70775,52.57836437,-1.974550329,3.674181377,"england",20643232.2985182
"Waltham Forest",2927077.088,12264.89061,300866.8053,3804997.898,1187.667068,1100.361283,0,29194.80937,400.1327317,1400.461059,0,0,0,293936.7224,0,0,0,0,0,21112563.75,8334783.886,36819774.4718217,1362183,0,0,29266552,38181957,"inland",278400,51.58082736,-0.014054537,4.143090134,"england",38181957.4718217
"Wandsworth",1953644.251,57512.51999,21188.88993,3072285.831,0,0,0,36820.45029,0,12924.36564,0,0,0,120843.3292,0,0,0,0,0,25764360,6195998.934,37235578.57105,171730,431767,1151268,29373173,38995369,"inland",327500,51.45115687,-0.17728658,6.118235403,"england",38990343.57105
"Warrington",4485134.097,0,5614964.138,951171.75,13158825.25,100.0756949,0,8792.805092,0,0,91177.83269,0,0,191468.1943,0,0,0,6225.603847,27553.42782,13506014.95,31798480.75,69839908.8744439,1368297,36958,304402,48167852,71549666,"inland",174970,53.38953051,-2.584347897,6.251220163,"england",71549565.8744439
"Warwick",762895.7987,45922.30819,2365716.99,1752409.398,1717335.976,0,0,2052.036058,0,0,0,0,0,156366.4364,0,0,0,0,0,3603698.307,7503337.32,17909734.570348,334101,0,0,11366949,18243835,"inland",36680,52.27823525,-1.582574313,8.065173689,"england",18243835.570348
"Washington",4178863.514,0,2564666.732,1205229.695,61612.90622,0,0,8191.681568,0,8810.601921,0,0,2.524850901,5680.551799,0,0,200.1542355,0,0,3501099.598,13954816.5,25489174.4595944,133216,44330,105267,16624120,25772089,"inland",51320,54.90483718,-1.516256045,5.079865609,"england",25771987.4595944
"Waterlooville",1075979.161,123294.1678,1155896.313,1918044.51,12172.56354,0,0,11087.07707,210844.9693,0,0,0,0,22930.63739,0,0,0,0,0,1238895.686,7509938.679,13279083.7641,41997,0,0,8937984,13321281,"inland",34775,50.87904541,-1.032827551,6.887307921,"england",13321080.7641
"Watford (Watford)",3408155.185,34066.96709,874992.3268,5497023.877,150.0728413,400.1985979,0,1200.583118,20631.99603,5428.477118,0,0,0,69473.2873,0,0,0,0,0,5244339.501,18932058.34,34087920.8118952,420510,0,0,24490277,34508431,"inland",131325,51.64787065,-0.406346504,6.810866255,"england",34508430.8118952
"Wath upon Dearne",1186816.947,1294.227857,1874217.109,1689321.57,12803.41259,1401.051448,0,85889.20414,277.0068347,135157.6453,0,0,0,194288.4977,0,0,0,0,0,1832778.935,4336582.823,11350828.4298697,729225,0,0,6721923,12080054,"inland",16960,53.50150024,-1.339382184,3.884338438,"england",12080053.4298697
"Wellingborough",601411.1671,11380.32869,4726337.159,2098977.145,781590.443,0,0,11641.81432,0,0,0,0,0,251054.4493,0,0,0,0,0,3910775.473,9808776.433,22201944.41241,207937,0,0,15620693,22409882,"inland",54425,52.30508986,-0.701363272,4.42534857,"england",22409881.41241
"Welwyn Garden City",2155051.003,28212.64738,1162693.428,3651907.602,0,0,0,100.0418921,0,0,0,0,0,22449.67279,0,0,0,0,0,1769310.75,10792131.71,19581856.8550621,136252,0,0,12927882,19718109,"inland",51505,51.8024396,-0.193601952,6.92446721,"england",19718108.8550621
"West Bridgford",339971.4963,1801.288844,818265.7311,1272947.911,200.1432516,0,0,1685.599143,0,4462.216206,0,250.8658158,0,26117.85218,0,0,0,0,0,1607331.648,7555392.425,11628427.1768404,248287,0,0,8405995,11876714,"inland",36490,52.92611558,-1.126020524,9.123069428,"england",11876714.1768404
"West Bromwich",1928191.471,11569.86599,619315.159,3540815.047,45784.13056,0,0,3768.495815,3149.910945,0,0,0,0,186392.6276,0,0,0,0,0,11201628.39,13610190.82,31150805.91791,463791,0,0,22389724,31614597,"inland",103110,52.5300011,-1.989397106,2.656529813,"england",31614596.91791
"West Molesey",1296135.064,0,125579.7236,3643803.218,1000.463587,100.0470242,0,11420.68708,10358.42447,1500.695805,0,0,0,124716.0909,0,0,0,0,0,4378000.578,7561513.108,17154128.1004662,915796,0,0,11310326,18133803,"inland",47150,51.38034632,-0.338144531,9.233243852,"england",18069924.1004662
"Weston-super-Mare",1586365.46,32822.58651,137790.5043,4817889.502,17176.64458,28502.41554,0,219102.5087,63079.37103,0,0,7004.820838,0,14284.65784,0,5826.188268,200.1360629,759328.8094,75418.98903,10054964.7,9181312.261,27001069.5550989,262037,17577,20411,18733563,27301094,"coastal",84605,51.34429977,-2.958049014,4.872318602,"england",27301094.5550989
"Weymouth",779784.5712,11351.69399,1662149.605,7482498.787,22265.09151,426155.4497,369.1965768,505703.288,80650.07579,0,0,24976.97823,746.3800941,22641.29082,200.1546034,0,0,481866.808,401391.6535,4997996.338,10073987.11,26974734.4720143,324078,94790,1483845,15416263,28878797,"coastal",55535,50.63243086,-2.457155934,5.928700031,"england",28877447.4720143
"Whitehaven",1028189.05,898.9473851,955169.7099,2733625.919,13455.84153,0,1200.649445,175352.1616,0,9605.283844,0,0,0,466.2265256,0,77429.84628,273518.4497,1412.462012,358.0880739,1419126.495,5997245.766,12687054.8962956,123479,3828,146384,7423401,12961127,"coastal",22945,54.53949603,-3.575727125,4.32115833,"england",12960745.8962956
"Whitley Bay",209088.1868,0,1217384.426,353462.4268,0,0,0,0,0,2702.084908,0,0,0,0,0,0,49573.53935,303811.2408,0,3448538.029,5086065.043,10670624.976658,21711,84958,253708,7307490,11074174,"coastal",36880,55.04638792,-1.467212961,8.282243934,"england",11031001.976658
"Whitstable",493256.7628,2299.301419,1867716.859,2539572.973,0,259951.8914,0,33279.64747,0,0,0,0,6984.911082,1599.514715,0,46872.18756,0,3798.902581,211060.4871,3216933.148,6385446.254,15068772.840127,44431,1185786,110980,10343737,16410917,"coastal",32195,51.35121381,1.033153299,7.550558669,"england",16409969.840127
"Wickersley and Bramley",1560389.484,18143.58049,2133228.685,1741106.446,0,11401.70797,200.1485078,122.9986055,0,43655.53568,0,0,0,2757.876462,0,0,0,0,0,608401.7023,5422366.454,11541774.6190153,35542,0,0,6744369,11577317,"inland",24655,53.42555673,-1.278990196,6.424438669,"england",11577316.6190153
"Widnes",1082186.08,0,2853632.916,1867286.684,4090462.446,20831.04168,0,0,0,0,3299.06184,0,0,37844.61633,0,12106.1372,0,1212471.794,610719.7858,6613761.29,11022505.11,29427106.96285,642137,24050,20695,22011271,30113990,"estuarine",59935,53.37151107,-2.733443577,4.723934741,"england",30113988.96285
"Wigan",3054857.432,0,1519366.878,1995521.577,1708751.89,0,1701.272314,1424.969061,0,0,0,0,0,18561.4541,0,0,0,0,0,5656600.003,12766632.08,26723417.555475,620621,0,0,19199436,27344139,"inland",81580,53.54660433,-2.650604869,4.426957051,"england",27344038.555475
"Wigston",291644.3051,2895.269485,630768.7144,1886492.052,5699.098342,0,0,0,0,0,0,0,0,21340.38196,0,0,0,0,0,1939521.753,7011168.538,11789530.112287,68762,0,0,8339033,11858292,"inland",34730,52.58513983,-1.114889155,6.289985182,"england",11858292.112287
"Willenhall",1293110.24,6305.025949,244919.5932,1593678.414,18528.71322,0,0,0,0,26320.2211,0,0,0,50353.29355,0,0,0,0,0,4072497.879,8537100.005,15842813.385019,167183,0,0,10966241,16010045,"inland",49580,52.59155809,-2.042498177,3.005118892,"england",16009996.385019
"Willerby and Anlaby",416537.6363,6603.605444,1792156.749,1705476.882,0,10648.61832,0,0,0,5756.079982,0,0,0,593.9902537,0,0,0,0,0,555944.7452,5842710.036,10336428.3424997,21379,0,0,6602931,10357807,"inland",19260,53.75211815,-0.44543795,9.030916119,"england",10357807.3424997
"Wilmslow",1536305.574,0,726499.2858,3396556.066,524282.8463,0,0,18519.95667,0,0,8802.150358,0,0,6850.80301,0,0,0,0,0,536393.3171,7753723.861,14507933.860238,143341,0,0,8524872,14651275,"inland",25725,53.32653183,-2.228343266,9.077445855,"england",14651274.860238
"Winchester",808283.3777,39256.72508,2411572.23,4303047.8,58872.28591,118334.8595,0,187283.3599,218502.2656,23167.41419,0,0,0,302157.8763,0,0,0,0,0,1450275.957,10487724.64,20408478.79118,335580,0,0,13553805,20744059,"inland",48480,51.06285527,-1.319326499,8.102564114,"england",20744058.79118
"Windsor",773817.983,67235.08784,145704.1145,3042999.152,17200.70426,0,0,4885.554136,60418.5703,0,0,0,0,219470.317,0,0,0,0,0,1270636.099,5930802.747,11533170.329036,408446,0,0,7342349,11941616,"inland",31560,51.47552883,-0.64094647,8.75555643,"england",11941616.329036
"Winsford",481080.7849,0,592753.0134,999663.939,5275920.608,0,0,0,0,0,11568.7877,0,0,24722.0989,0,0,0,0,0,2493489.421,6397071.52,16276270.1729,303489,0,0,10348566,16579760,"inland",32530,53.18903511,-2.524974599,4.523258102,"england",16579759.1729
"Wisbech",189156.2042,10505.57384,2593169.528,2761421.527,2200.585892,0,0,100.0277745,0,0,0,0,0,23643.85583,0,0,0,0,0,2530346.909,6799775.942,14910320.1535365,164192,34387,126236,9173738,15235135,"inland",26795,52.66678248,0.162623693,2.813980744,"england",15235135.1535365
"Wishaw",2317501.974,0,612277.3785,2239987.348,0,0,200.0896785,5663.225163,3501.581502,15011.39895,50528.86235,18314.06642,0,3110.85522,0,0,0,0,0,751149.6689,7985520.082,14002766.5306835,72572,0,0,8358051,14075339,"inland",30000,55.77624775,-3.920999633,3.936537358,"scotland",14075338.5306835
"Witham",497635.9214,4764.732599,2319217.41,1505521.918,0,11997.80241,19554.3497,0,0,0,0,0,0,7994.480832,0,0,0,0,0,1636508.346,4771720.81,10774915.770941,96636,0,0,6952399,10871552,"inland",27395,51.80431641,0.635418451,6.040086738,"england",10871551.770941
"Witney",390780.0872,700.5378025,2146297.262,2021808.395,54485.61968,0,0,3168.528229,0,0,0,0,0,41434.05248,0,0,0,0,0,1533371.617,5741872.077,11933918.1763915,181063,0,0,7784096,12114989,"inland",30165,51.7874409,-1.484635974,8.303708485,"england",12114981.1763915
"Woking",3810906.432,1135064.582,220608.169,4523845.293,15578.87547,0,290.5550589,3840.616168,256767.5034,0,0,0,0,152932.4138,0,0,0,0,0,2119571.571,15912139.62,28151545.6308969,296788,0,0,18993666,28489497,"inland",75660,51.30972258,-0.586843059,8.287810857,"england",28448333.6308969
"Wokingham",2672315.327,1193800.478,1067314.676,5481722.32,89881.94217,0,0,4793.921773,290623.3271,300.1911598,0,0,0,177499.5805,0,0,0,0,0,1396040.241,13338618.13,25712910.1347028,222814,0,0,15380444,25935724,"inland",50325,51.39500512,-0.846598951,9.480947169,"england",25935724.1347028
"Wolverhampton",4120202.743,50190.78532,4030860.596,10058452.29,25979.74477,6402.537159,0,2551.152926,4803.824131,69115.20608,1301.034323,0,0,121565.9846,0,0,0,0,0,14625032.86,41908432.23,75024890.988309,524747,0,0,57962977,75549638,"inland",234025,52.58792658,-2.130521028,4.05111292,"england",75549637.988309
"Worcester",1694442.652,27646.61445,3773763.203,6119938.399,351363.4049,0,0,2391.153177,0,0,0,0,0,152249.2757,0,0,0,0,0,4384507.638,19958487.73,36464790.070227,639084,0,0,25600280,37103874,"inland",105465,52.19703019,-2.212003498,6.424586958,"england",37103874.070227
"Workington",846280.4657,0,769489.8233,1844641.202,1997.138848,0,0,0,0,894.7546576,0,0,18.01757773,1167.658993,4598.668333,650.5089294,951793.599,17338.23528,186935.4759,2536481.98,4654778.323,11817065.8515187,214441,22478,168049,7281508,12222072,"coastal",21275,54.63964083,-3.552485655,2.76901792,"england",12222033.8515187
"Worksop",2231499.333,345342.261,2861700.081,2255089.197,2.27287308,800.5701845,0,21565.49718,0,114099.9157,0,29147.97687,0,66877.19626,0,0,0,0,0,3716833.451,9372432.904,21015390.6560676,180803,0,0,13393295,21196193,"inland",43440,53.3107701,-1.120908548,4.850902858,"england",21196193.6560676
"Worthing",547323.3444,6496.381189,1669085.729,2807069.101,91.22708439,801353.3098,0,135743.3544,0,0,0,0,0,0,0,379911.3444,0,856690.9046,300.1491426,6798651.291,15151966.91,29154683.046016,45586,7325,309810,23074277,29524291,"coastal",111620,50.82895849,-0.401799461,6.713243206,"england",29517404.046016
"Wrexham",1240592.175,0,1256891.873,2290742.739,925475.6233,0,0,2001.375642,0,0,17053.17133,0,0,4718.40079,0,0,0,0,0,2057268.566,9556784.892,17351528.816062,94679,491,0,12601195,17446700,"inland",40609,53.05099203,-2.984609702,5.548607433,"wales",17446698.816062
"Wythenshawe",1966272.315,400.3160577,886189.3931,2857051.203,3048964.295,0,0,17664.15196,0,0,21082.39388,0,0,16417.07231,0,0,0,0,0,4637523.275,18632174.75,32083739.1653077,152939,0,0,22048045,32236678,"inland",97660,53.39489145,-2.273761004,3.429990122,"england",32236678.1653077
"Yate",713314.0225,5974.140894,1765911.359,2020771.712,0,200.1558335,19551.01884,0,9840.493629,0,0,250106.655,0,10427.00478,0,0,0,0,0,910977.9037,6889230.417,12596304.8831765,105279,0,0,8038116,12701584,"inland",28350,51.54455315,-2.424571535,7.37440017,"england",12701583.8831765
"Yeovil",970947.614,19805.84693,1981596.593,3995114.709,0,800.5990587,9318.200307,800.6025265,2470.805539,0,0,98373.07726,0,1787.899445,0,0,0,0,0,1589748.906,10836091.39,19506856.2430662,72513,0,0,13339341,19579469,"inland",50170,50.94153523,-2.651311708,6.230909908,"england",19579369.2430662
"York",1504510.236,3702.642556,3838947.338,6301959.789,497463.8432,5666.846073,100.0702268,108584.6732,0,40069.16316,0,0,0,148901.9453,0,0,0,0,0,6819646.937,22396990.74,41666544.2237158,721536,0,0,29371469,42388081,"inland",141685,53.95724225,-1.089467656,7.462691789,"england",42388080.2237158
